id,sentence,label
95,홍익대학교의 교육 이념이 무엇인지 설명해 줘.,8
96,홍대의 교육목표는 무엇이야?,8
97,학교의 교육목적이 뭔지 알아?,8
98,홍익대학교의 교육목적은 무엇이야?,8
99,홍대의 교육목표를 알려줘.,8
100,학교의 교육 이념이 뭔지 설명해줘.,8
101,홍익대학교의 교육 이념을 설명해 봐.,8
102,홍대의 교육목적은 무엇인가요?,8
103,홍익대학교의 교육 목표는 뭐야?,8
104,학교의 교육 이념을 알려줘.,8
105,홍대의 교육이념이 뭐야?,8
106,홍익대학교의 교육목표를 설명해줘.,8
107,홍대의 교육목적이 뭔지 알려줘.,8
108,학교의 교육목표가 뭐야?,8
109,홍익대학교의 교육목표는 무엇이지?,8
110,홍대의 건학이념을 설명해 봐.,8
111,학교의 교육 이념은 무엇이야?,8
112,홍익대학교의 교육목적을 알려줘.,8
113,홍대의 교육목표는 뭐지?,8
114,홍익대학교의 교육 이념이 무엇인가요?,8
115,홍대의 교육목적을 설명해줘.,8
116,학교의 교육 이념이 무엇인지 알아?,8
117,홍익대학교의 교육목표를 설명해 봐.,8
118,홍대의 교육목표는 무엇인가요?,8
119,홍익대학교의 교육 이념이 뭐야?,8
120,학교의 교육목적이 무엇인지 설명해줘.,8
121,홍대의 건학이념은 뭔지 알려줘.,8
122,홍익대학교의 교육목표가 뭐지?,8
123,홍대의 교육목적이 무엇이야?,8
124,학교의 교육 이념을 설명해 봐.,8
125,홍익대학교의 교육목적을 설명해줘.,8
126,홍대의 교육목표는 무엇이지?,8
127,홍익대학교의 교육목표를 알려줘.,8
128,학교의 교육 이념이 뭐지?,8
129,홍대의 교육목적을 설명해 줘.,8
130,홍익대학교의 교육목표는 뭔가요?,8
131,홍대의 건학이념이 뭐야?,8
132,학교의 교육목적을 알려줘.,8
133,홍익대학교의 교육목표가 뭐야?,8
134,홍대의 교육이념은 뭐지?,8
135,학교의 교육목적이 뭐지?,8
136,홍익대학교의 교육 이념을 설명해 봐.,8
137,홍대의 교육목표를 알려줘.,8
138,학교의 교육 이념이 뭐야?,8
139,홍익대학교의 교육목표는 무엇인가요?,8
140,홍대의 교육목적이 뭐야?,8
141,학교의 교육목적은 무엇이야?,8
142,홍익대학교의 교육목표를 설명해줘.,8
143,홍대의 건학이념은 무엇인가요?,8
144,홍익대학교의 교육목적을 알려줘.,8
145,홍대의 교육목표는 뭔가요?,8
146,학교의 교육 이념이 무엇인지 설명해 줘.,8
147,홍익대학교의 교육목적은 뭐야?,8
148,홍대의 교육목표가 무엇인지 설명해 줘.,8
149,학교의 교육 이념을 설명해 줘.,8
150,홍익대학교의 비전은 무엇인가요?,8
151,홍대의 비전은 뭐야?,8
152,학교의 발전 목표는 무엇이지?,8
153,홍익대학교의 발전 목표가 뭔가요?,8
154,홍익대학교의 비전을 설명해 줘.,8
155,홍대의 발전 목표가 뭐야?,8
156,학교의 비전은 뭐야?,8
157,홍익대학교의 비전이 뭔지 알려줘.,8
158,홍대의 비전은 무엇인가요?,8
159,홍익대학교의 발전 목표는 무엇인가요?,8
160,홍대의 비전은 무엇이야?,8
161,학교의 발전 목표가 뭐지?,8
162,홍익대학교의 발전 목표를 알려줘.,8
163,홍대의 비전을 설명해 봐.,8
164,홍익대학교의 비전은 뭐지?,8
165,홍익대학교의 발전 목표는 무엇인가요?,8
166,홍대의 비전이 뭐야?,8
167,학교의 비전은 무엇인가요?,8
168,홍익대학교의 비전이 무엇인지 알려줘.,8
169,홍대의 발전 목표가 뭐야?,8
170,학교의 비전을 설명해줘.,8
171,홍익대학교의 발전 목표가 뭔지 알아?,8
172,홍익대학교의 발전 목표는 무엇인가요?,8
173,홍대의 발전 목표는 뭔가요?,8
174,학교의 비전이 뭐야?,8
175,홍익대학교의 발전 목표를 설명해 줘.,8
176,홍대의 비전이 뭐지?,8
177,홍익대학교의 발전 목표는 무엇인가요?,8
178,홍익대학교의 비전은 무엇이야?,8
179,홍대의 비전을 알려줘.,8
180,학교의 발전 목표는 무엇이지?,8
181,홍익대학교의 발전 목표는 무엇인지 설명해 줘.,8
182,홍대의 비전을 설명해 봐.,8
183,홍익대학교의 비전을 알려줘.,8
184,학교의 발전 목표가 뭐야?,8
185,홍익대학교의 비전은 뭐야?,8
186,홍대의 비전은 무엇인가요?,8
187,홍익대학교의 비전이 무엇인지 알려줘.,8
188,홍대의 발전 목표가 뭐지?,8
189,학교의 비전은 무엇인가요?,8
190,홍익대학교의 비전이 뭐지?,8
191,홍대의 비전은 무엇이야?,8
192,학교의 비전을 설명해줘.,8
193,홍익대학교의 발전 목표가 뭐야?,8
194,홍대의 비전을 설명해 줘.,8
195,홍익대학교의 비전이 무엇인지 설명해 줘.,8
196,홍대의 발전 목표는 무엇이야?,8
197,학교의 비전이 무엇인지 알아?,8
198,홍익대학교의 발전 목표는 무엇이야?,8
199,홍대의 발전 목표를 알려줘.,8
200,학교의 비전이 뭔지 설명해줘.,8
201,홍익대학교의 비전을 설명해 봐.,8
202,홍대의 발전 목표는 무엇인가요?,8
203,홍익대학교의 비전은 뭐야?,8
204,학교의 비전을 알려줘.,8
205,홍대의 비전이 뭐야?,8
206,홍익대학교의 발전 목표를 설명해줘.,8
207,홍대의 발전 목표가 뭔지 알려줘.,8
208,학교의 비전이 뭐야?,8
209,홍익대학교의 비전은 무엇이지?,8
210,홍대의 비전을 설명해 봐.,8
211,학교의 비전은 무엇이야?,8
212,홍익대학교의 발전 목표를 알려줘.,8
213,홍대의 비전은 뭐지?,8
214,홍익대학교의 비전이 무엇인가요?,8
215,홍대의 발전 목표를 설명해줘.,8
216,학교의 비전이 무엇인지 알아?,8
217,홍익대학교의 발전 목표를 설명해 봐.,8
218,홍대의 발전 목표는 무엇인가요?,8
219,홍익대학교의 비전이 뭐야?,8
220,학교의 발전 목표가 무엇인지 설명해줘.,8
221,홍대의 비전은 뭔지 알려줘.,8
222,홍익대학교의 비전이 뭐지?,8
223,홍대의 발전 목표가 무엇이야?,8
224,학교의 비전을 설명해 봐.,8
225,홍익대학교의 발전 목표를 설명해줘.,8
226,홍대의 발전 목표는 무엇이지?,8
227,홍익대학교의 비전을 알려줘.,8
228,학교의 비전이 뭐지?,8
229,홍대의 발전 목표를 설명해 줘.,8
230,홍익대학교의 비전은 뭔가요?,8
231,홍대의 비전이 뭐야?,8
232,학교의 발전 목표를 알려줘.,8
233,홍익대학교의 비전이 뭐야?,8
234,홍대의 비전은 뭐지?,8
235,학교의 발전 목표가 뭐지?,8
236,홍익대학교의 비전을 설명해 봐.,8
237,홍대의 발전 목표를 알려줘.,8
238,학교의 비전이 뭐야?,8
239,홍익대학교의 비전은 무엇인가요?,8
240,홍대의 발전 목표가 뭐야?,8
241,학교의 발전 목표는 무엇이야?,8
242,홍익대학교의 비전을 설명해줘.,8
243,홍대의 비전은 무엇인가요?,8
244,홍익대학교의 발전 목표를 알려줘.,8
245,홍대의 비전은 뭔가요?,8
246,학교의 비전이 무엇인지 설명해 줘.,8
247,홍익대학교의 발전 목표는 뭐야?,8
248,홍대의 발전 목표가 무엇인지 설명해 줘.,8
249,학교의 비전을 설명해 줘.,8
250,홍익대학교의 역사에 대해 설명해 줘.,8
251,홍대의 역사는 어떻게 시작됐어?,8
252,학교의 역사를 알려줘.,8
253,홍익대학교가 언제 설립됐는지 알아?,8
254,홍대의 역사가 궁금해요.,8
255,학교의 연혁을 설명해 줘.,8
256,홍익대학교는 언제 세워졌어?,8
257,홍대의 설립 배경을 알고 싶어.,8
258,우리 학교의 역사를 자세히 알려줘.,8
259,홍익대학교는 몇 년도에 설립됐나요?,8
260,홍대의 역사를 설명해 봐.,8
261,학교가 언제 설립되었는지 알려줘.,8
262,홍익대학교의 창립일이 언제야?,8
263,홍대의 초기 역사를 알고 싶어.,8
264,학교의 설립 배경을 설명해 줘.,8
265,홍익대학교는 누구에 의해 설립됐나요?,8
266,홍대의 창립 배경을 알려줘.,8
267,학교의 역사적 사건들에 대해 설명해 줘.,8
268,홍익대학교가 세워진 이유가 뭐야?,8
269,홍대의 주요 역사를 알고 싶어.,8
270,학교의 역사를 한 번 설명해 봐.,8
271,홍익대학교의 설립자는 누구인가요?,8
272,홍대의 역사적 순간들을 알려줘.,8
273,학교의 창립 이야기를 들려줘.,8
274,홍익대학교는 어떻게 시작됐는지 설명해 줘.,8
275,홍대의 역사를 간단히 설명해 봐.,8
276,학교의 창립 과정이 궁금해.,8
277,홍익대학교의 설립 목적은 뭐야?,8
278,홍대의 역사적 배경을 알고 싶어.,8
279,학교의 역사를 자세히 설명해 줘.,8
280,홍익대학교의 초기 역사가 어떻게 되나요?,8
281,홍대의 창립 배경이 궁금해요.,8
282,학교가 세워진 이유를 설명해 줘.,8
283,홍익대학교의 역사적 의미는 뭐야?,8
284,홍대의 주요 연혁을 알고 싶어.,8
285,학교의 창립 배경을 설명해 줘.,8
286,홍익대학교의 설립 이야기를 들려줘.,8
287,홍대의 역사가 시작된 계기가 뭐야?,8
288,학교의 역사를 간단히 설명해 줘.,8
289,홍익대학교는 어떻게 세워졌나요?,8
290,홍대의 역사적 사건들을 알려줘.,8
291,학교의 창립 과정이 어떻게 되나요?,8
292,홍익대학교의 설립 배경을 설명해 줘.,8
293,홍대의 역사를 알고 싶어.,8
294,학교의 초기 역사를 알려줘.,8
295,홍익대학교는 언제 시작됐어?,8
296,홍대의 창립 이야기를 들려줄래?,8
297,학교의 설립 이유를 설명해 줘.,8
298,홍익대학교의 역사적 배경이 뭐야?,8
299,홍대의 주요 역사를 알려줘.,8
300,학교의 역사를 한 번 들려줘.,8
301,홍익대학교의 설립 목적을 알고 싶어.,8
302,홍대의 역사적 순간들을 설명해 줘.,8
303,학교의 창립 배경을 알고 싶어.,8
304,홍익대학교는 어떻게 설립됐나요?,8
305,홍대의 역사를 간단히 설명해 줘.,8
306,학교의 초기 이야기를 들려줘.,8
307,홍익대학교의 역사적 사건들은 뭐야?,8
308,홍대의 설립 과정을 알고 싶어.,8
309,학교의 연혁을 자세히 설명해 줘.,8
310,홍익대학교는 언제 세워졌는지 알려줘.,8
311,홍대의 역사적 배경을 설명해 줘.,8
312,학교의 창립 과정을 들려줘.,8
313,홍익대학교의 설립 이유가 뭐야?,8
314,홍대의 역사적 사건들을 알고 싶어.,8
315,학교의 초기 역사를 한 번 설명해 봐.,8
316,홍익대학교의 역사적 순간들은 무엇인가요?,8
317,홍대의 설립 배경을 자세히 알려줘.,8
318,학교의 창립 이유를 설명해 줘.,8
319,홍익대학교의 역사적 배경을 알고 싶어.,8
320,홍대의 주요 연혁을 설명해 줘.,8
321,학교의 역사를 자세히 들려줘.,8
322,홍익대학교의 설립 이야기를 알고 싶어.,8
323,홍대의 역사적 순간들을 들려줘.,8
324,학교의 창립 배경이 궁금해요.,8
325,홍익대학교는 언제 설립됐는지 알려줘.,8
326,홍대의 역사를 한 번 들려줘.,8
327,학교의 초기 이야기를 설명해 줘.,8
328,홍익대학교의 역사적 사건들은 무엇인가요?,8
329,홍대의 설립 과정을 설명해 줘.,8
330,학교의 연혁을 알고 싶어.,8
331,홍익대학교는 언제 세워졌는지 설명해 줘.,8
332,홍대의 역사적 배경을 들려줘.,8
333,학교의 창립 과정을 알고 싶어.,8
334,홍익대학교의 설립 이유를 설명해 줘.,8
335,홍대의 역사적 사건들을 들려줘.,8
336,학교의 초기 역사를 설명해 줘.,8
337,홍익대학교의 역사적 순간들을 알고 싶어.,8
338,홍대의 설립 배경이 무엇인가요?,8
339,학교의 창립 이유를 알고 싶어.,8
340,홍익대학교의 역사적 배경을 설명해 줘.,8
341,홍대의 주요 연혁을 들려줘.,8
342,학교의 역사를 자세히 설명해 줘.,8
343,홍익대학교의 설립 이야기를 들려줘.,8
344,홍대의 역사적 순간들을 설명해 줘.,8
345,학교의 창립 배경을 알고 싶어.,8
346,홍익대학교는 어떻게 세워졌는지 설명해 줘.,8
347,홍대의 역사를 한 번 들려줘.,8
348,학교의 초기 이야기를 설명해 줘.,8
349,홍익대학교의 역사적 사건들은 무엇인가요?,8
350,홍익대학교의 대학 현황에 대해 설명해 줘.,8
351,홍대 대학 현황에 대해 알고 싶어.,8
352,학교의 대학 현황을 알려줘.,8
353,홍익대학교 현황이 어떻게 되나요?,8
354,홍대 대학 현황은 뭐야?,8
355,우리 학교의 대학 현황을 설명해 줘.,8
356,홍익대학교의 현황을 알고 싶어요.,8
357,홍대의 현황은 어떻게 돼?,8
358,학교의 현재 상태를 설명해 줘.,8
359,홍익대학교 현재 상태는 어떠한가요?,8
360,홍대의 현황을 알려줘.,8
361,학교 현황이 어떻게 되지?,8
362,홍익대학교의 현재 상황을 설명해 줘.,8
363,홍대 현재 현황은 뭐야?,8
364,학교의 현황이 궁금해.,8
365,홍익대학교의 현황을 자세히 설명해 줘.,8
366,홍대 현황에 대해 알려줘.,8
367,학교의 현재 현황은 뭐야?,8
368,홍익대학교의 현재 상태를 알고 싶어.,8
369,홍대 현황이 어떻게 되지?,8
370,우리 학교의 현황을 설명해 줘.,8
371,홍익대학교 현황을 알고 싶어.,8
372,홍대 현황을 설명해 줄래?,8
373,학교의 현재 상황을 알려줘.,8
374,홍익대학교 현황은 어떠한가요?,8
375,홍대의 현황을 알고 싶어.,8
376,학교 현황을 자세히 설명해 봐.,8
377,홍익대학교의 현재 현황을 알려줘.,8
378,홍대 현황은 어떻게 돼?,8
379,학교의 현황이 뭐야?,8
380,홍익대학교의 현황을 설명해 줄래?,8
381,홍대의 현재 상태가 궁금해.,8
382,학교의 현재 상태를 알고 싶어.,8
383,홍익대학교 현황이 어떻게 되지?,8
384,홍대 현황을 설명해 줘.,8
385,학교 현황은 어떻게 되나요?,8
386,홍익대학교의 현재 상태는 뭐야?,8
387,홍대 현황을 자세히 설명해 줘.,8
388,학교의 현황을 알고 싶어.,8
389,홍익대학교 현황을 알려줘.,8
390,홍대의 현재 상태는 어떠니?,8
391,학교 현황이 어떻게 되는지 설명해 줘.,8
392,홍익대학교 현황에 대해 알려줘.,8
393,홍대의 현황이 궁금해.,8
394,학교의 현황을 자세히 설명해 줘.,8
395,홍익대학교 현황은 어떻게 돼?,8
396,홍대 현황을 설명해 봐.,8
397,학교의 현재 상태를 설명해 줘.,8
398,홍익대학교의 현황을 알고 싶어.,8
399,홍대의 현재 상황을 알려줘.,8
905,중앙 도서관 열람실 좌석이 지금 얼마나 남았나요?,10
906,열람실 좌석 현황을 알려주세요.,10
907,도서관 열람실 자리가 꽉 찼나요?,10
908,열람실에 빈 좌석이 있나요?,10
909,중앙도서관 열람실에 자리 남았어?,10
910,T동 열람실 좌석 현황을 알고 싶어요.,10
911,R동 열람실 자리가 얼마나 남았나요?,10
912,열람실 좌석 현황 좀 알려줄래?,10
913,중앙 도서관 열람실 자리가 있는지 확인해 줄래?,10
914,T동 열람실 좌석이 얼마나 남았는지 궁금해요.,10
915,R동 열람실 현황을 알려주세요.,10
916,중앙도서관 열람실 좌석 남아있어?,10
917,열람실에 자리 남았는지 확인해 줄래?,10
918,T동 열람실 자리가 꽉 찼나요?,10
919,R동 열람실에 빈 좌석이 있나요?,10
920,중앙 도서관 열람실 좌석이 몇 개 남았는지 알려줘.,10
921,열람실 좌석 현황이 어떻게 되나요?,10
922,도서관 열람실에 자리 있어?,10
923,중앙도서관 열람실에 자리 남았는지 확인해줘.,10
924,T동 열람실 좌석 상황을 알려주세요.,10
925,R동 열람실 좌석 현황이 궁금해요.,10
926,열람실에 자리 남았나요?,10
927,중앙 도서관 열람실 자리가 얼마나 남았는지 알려줘.,10
928,T동 열람실 자리가 있는지 확인해줄래?,10
929,R동 열람실에 빈 좌석 있나요?,10
930,중앙도서관 열람실 현황 좀 알려주세요.,10
931,열람실 좌석 현황을 확인해 줄래?,10
932,T동 열람실 좌석 남아있어?,10
933,R동 열람실 자리가 꽉 찼는지 알려줘.,10
934,중앙 도서관 열람실 좌석 남아있는지 궁금해요.,10
935,열람실에 빈 자리 있나요?,10
936,T동 열람실 좌석 현황을 알려줘.,10
937,R동 열람실 현황이 어떻게 돼?,10
938,중앙도서관 열람실에 자리 있어?,10
939,열람실에 자리 남아있는지 확인해줄래?,10
940,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
941,R동 열람실 좌석 남아있나요?,10
942,중앙 도서관 열람실 좌석 현황 좀 알려줄래?,10
943,열람실 좌석 현황이 어떻게 되는지 궁금해요.,10
944,도서관 열람실에 빈 좌석 있나요?,10
945,중앙도서관 열람실 좌석 상황 좀 알려줘.,10
946,T동 열람실 현황을 확인해 주세요.,10
947,R동 열람실 좌석이 얼마나 남았나요?,10
948,열람실에 빈 자리 있는지 확인해 줄래?,10
949,중앙 도서관 열람실에 빈 좌석이 있나요?,10
950,T동 열람실 좌석 남아있는지 알려줘.,10
951,R동 열람실 자리가 있는지 궁금해요.,10
952,중앙도서관 열람실 현황 좀 알려주세요.,10
953,열람실 좌석 현황을 알려줄래요?,10
954,T동 열람실 자리가 얼마나 남았는지 확인해줘.,10
955,R동 열람실에 자리 남아있어?,10
956,중앙 도서관 열람실 좌석 남아있는지 확인해 줄래요?,10
957,열람실에 자리 남았나요?,10
958,T동 열람실 현황을 알고 싶어.,10
959,R동 열람실 자리가 얼마나 남았는지 알려줄래?,10
960,중앙도서관 열람실 현황 좀 알 수 있을까요?,10
961,열람실 좌석이 얼마나 남았는지 알려줘.,10
962,도서관 열람실 자리가 남아있나요?,10
963,중앙도서관 열람실 좌석 현황을 확인해 줄래요?,10
964,T동 열람실 좌석 상황을 알려줘.,10
965,R동 열람실 좌석이 얼마나 남았는지 궁금해요.,10
966,중앙 도서관 열람실에 빈 자리 있나요?,10
967,열람실에 자리 남아있는지 알려줄래요?,10
968,T동 열람실 현황 좀 알려주세요.,10
969,R동 열람실 자리가 남아있어?,10
970,중앙도서관 열람실 좌석 남아있는지 궁금해요.,10
971,열람실 좌석 현황 좀 확인해 줄래요?,10
972,T동 열람실 좌석이 얼마나 남았는지 알려줘.,10
973,R동 열람실 현황이 궁금해요.,10
974,중앙 도서관 열람실에 자리 남았나요?,10
975,열람실에 빈 자리 있는지 확인해줄래요?,10
976,T동 열람실 좌석 현황을 확인해줘.,10
1090,T동 열람실 자리가 얼마나 남았어?,10
1091,R동 열람실 현황 좀 확인해 줄래?,10
1092,중앙도서관 열람실에 자리 남았어?,10
1093,열람실에 자리 남아있는지 확인해줄래요?,10
1094,T동 열람실 좌석 현황 좀 알려줄래?,10
1095,R동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1096,중앙 도서관 열람실 좌석 현황을 확인해줘.,10
1097,열람실 좌석 현황 좀 알려주세요.,10
1098,T동 열람실 자리가 얼마나 남았나요?,10
1099,R동 열람실 좌석 현황이 궁금해요.,10
1100,중앙도서관 열람실에 빈 자리 남아있는지 확인해 줄래요?,10
1101,열람실에 자리 남았나요?,10
1102,T동 열람실 좌석 현황 좀 알려줄래요?,10
1103,R동 열람실 자리가 얼마나 남았어?,10
1104,중앙 도서관 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1105,열람실 좌석 현황을 알 수 있을까?,10
1106,T동 열람실 자리가 얼마나 남았는지 확인해 줄래요?,10
1107,R동 열람실 현황을 확인해 주세요.,10
1108,중앙도서관 열람실 좌석 현황을 알려줄래요?,10
1109,열람실에 자리 남아있나?,10
1110,T동 열람실 좌석 현황 좀 알려줄래?,10
1111,R동 열람실 자리가 얼마나 남았는지 알려줘.,10
1112,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래?,10
1113,열람실 좌석 현황 좀 알 수 있어요?,10
1114,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1115,R동 열람실 좌석 현황을 확인해 줄래요?,10
1116,중앙도서관 열람실에 자리 남아있는지 알려줘.,10
1117,열람실 좌석 현황을 알 수 있나요?,10
1118,T동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1119,R동 열람실 좌석 현황 좀 알려줘.,10
1120,중앙 도서관 열람실 좌석 현황을 확인해 줄래요?,10
1121,열람실에 자리 남았어?,10
1122,T동 열람실 좌석 현황을 알려줄 수 있어요?,10
1123,R동 열람실 자리가 얼마나 남았어?,10
1124,중앙도서관 열람실 좌석 현황을 확인할 수 있나요?,10
1125,열람실 좌석 현황 좀 알려주세요.,10
1126,T동 열람실 자리가 얼마나 남았나요?,10
1127,R동 열람실 좌석 현황이 궁금해요.,10
1128,중앙도서관 열람실에 빈 자리 남아있는지 확인해 줄래요?,10
1129,열람실에 자리 남아있나요?,10
1130,T동 열람실 좌석 현황 좀 알려줄래요?,10
1131,R동 열람실 자리가 얼마나 남았어?,10
1132,중앙 도서관 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1133,열람실 좌석 현황을 알 수 있을까?,10
1134,T동 열람실 자리가 얼마나 남았는지 확인해 줄래요?,10
1135,R동 열람실 현황을 확인해 주세요.,10
1136,중앙도서관 열람실 좌석 현황을 알려줄래요?,10
1137,열람실에 자리 남아있나?,10
1138,T동 열람실 좌석 현황 좀 알려줄래?,10
1139,R동 열람실 자리가 얼마나 남았는지 알려줘.,10
1140,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래?,10
1141,열람실 좌석 현황 좀 알 수 있어요?,10
1142,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1143,R동 열람실 좌석 현황을 확인해 줄래요?,10
1144,중앙도서관 열람실에 자리 남아있는지 알려줘.,10
1145,열람실 좌석 현황을 알 수 있나요?,10
1146,T동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1147,R동 열람실 좌석 현황 좀 알려줘.,10
1148,중앙 도서관 열람실 좌석 현황을 확인해 줄래요?,10
1149,열람실에 자리 남았어?,10
1150,T동 열람실 좌석 현황을 알려줄 수 있어요?,10
1151,R동 열람실 자리가 얼마나 남았어?,10
1152,중앙도서관 열람실 좌석 현황을 확인할 수 있나요?,10
1153,열람실 좌석 현황 좀 알려주세요.,10
1154,T동 열람실 자리가 얼마나 남았나요?,10
1155,R동 열람실 좌석 현황이 궁금해요.,10
1156,중앙도서관 열람실에 빈 자리 남아있는지 확인해 줄래요?,10
1157,열람실에 자리 남아있나요?,10
1158,T동 열람실 좌석 현황 좀 알려줄래요?,10
1159,R동 열람실 자리가 얼마나 남았어?,10
1160,중앙 도서관 열람실 좌석이 얼마나 남았는지 알고 싶어.,10
1161,열람실 좌석 현황을 알 수 있을까?,10
1162,T동 열람실 자리가 얼마나 남았는지 확인해 줄래요?,10
1163,R동 열람실 현황을 확인해 주세요.,10
1164,중앙도서관 열람실 좌석 현황을 알려줄래요?,10
1165,열람실에 자리 남아있나?,10
1166,T동 열람실 좌석 현황 좀 알려줄래?,10
1167,R동 열람실 자리가 얼마나 남았는지 알려줘.,10
1168,중앙 도서관 열람실 좌석이 얼마나 남았는지 알려줄래?,10
1169,열람실 좌석 현황 좀 알 수 있어요?,10
1170,T동 열람실 자리가 얼마나 남았는지 알고 싶어요.,10
1171,R동 열람실 좌석 현황을 확인해 줄래요?,10
1172,중앙도서관 열람실에 자리 남아있는지 알려줘.,10
1173,열람실 좌석 현황을 알 수 있나요?,10
1174,T동 열람실 자리가 얼마나 남았는지 알려줄래요?,10
1175,R동 열람실 좌석 현황 좀 알려줘.,10
1176,중앙 도서관 열람실 좌석 현황을 확인해 줄래요?,10
1177,열람실에 자리 남았어?,10
