id,sentence,label
43,학식 식당에서는 손님의 음식 알레르기를 어떻게 관리하나요?,1
44,학식에서 제공하는 과일은 계절에 따라 달라지나요?,1
45,학식 식당은 겨울철에 특별한 메뉴를 제공하나요?,1
46,학식 식당에서는 음식의 맛을 어떻게 보장하나요?,1
47,학식 식당에서는 음식 준비 과정을 학생들에게 보여주나요?,1
48,학식에서 제공하는 음식은 주로 어떤 요리 스타일을 따르나요?,1
49,학식 식당에서는 식사 중 음악을 틀어 주나요?,1
50,학식 식당은 특별한 날에는 어떻게 운영하나요?,1
51,학식 식당에서 주방장의 경력은 어떻게 되나요?,1
52,학식 식당에서는 여름철에 어떤 특별 메뉴를 제공하나요?,1
53,학식 식당에서 식사를 할 때 예약이 필요한가요?,1
54,학식 식당에서 제공하는 스낵 종류는 어떤 것들이 있나요?,1
55,학식 식당은 학생들의 건강을 위해 어떤 노력을 하고 있나요?,1
56,학식 식당에서는 각 요리의 재료 출처를 공개하나요?,1
57,학식 식당에서는 음식을 선택할 때 어떤 기준을 사용하나요?,1
58,학식 식당에서 음식을 준비하는 데 걸리는 시간은 어떻게 되나요?,1
59,학식에서 제공하는 스프 종류는 어떠한가요?,1
60,학교 식당은 일주일에 몇 일 운영하나요?,1
61,학식 메뉴는 주기적으로 바뀌나요?,1
62,학식의 평균 가격대는 얼마인가요?,1
63,학식 메뉴 중에서 채식 옵션이 있나요?,1
64,학식에서 사용하는 재료는 로컬 농산물인가요?,1
65,식당에서 할랄 음식을 제공하나요?,1
66,"식당은 어떤 유형의 음식을 주로 제공하나요 (한식, 중식, 양식 등)?",1
67,글루텐 프리 옵션은 제공되나요?,1
68,식당에서 음식 알레르기 정보를 어떻게 제공하나요?,1
69,학식을 이용하는 학생들의 만족도는 어느 정도인가요?,1
70,"학식 비용은 학비에 포함되어 있나요, 아니면 별도로 지불해야 하나요?",1
71,학식 메뉴에 계절 음식이 반영되나요?,1
72,식당에서는 어떤 종류의 음료를 제공하나요?,1
73,학식 메뉴에 디저트 옵션이 있나요?,1
74,식당에서 음식을 포장할 수 있나요?,1
75,식당의 운영 시간은 어떻게 되나요?,1
76,식당에서는 주말에도 운영하나요?,1
77,식당에는 어떤 형태의 좌석이 제공되나요?,1
78,학식 메뉴에 국제 음식 옵션이 있나요?,1
79,식당에서 테마별 특별 메뉴를 제공하는 날이 있나요?,1
80,식당 이용 시 예약이 필요한가요?,1
81,식당에서 식사 시간에 제한이 있나요?,1
82,학식 메뉴에서 가장 인기 있는 음식은 무엇인가요?,1
83,식당에서 제공하는 음식의 칼로리를 알 수 있나요?,1
84,식당에서는 음식의 재활용이나 재사용 정책이 있나요?,1
85,학식의 영양균형은 잘 맞춰져 있나요?,1
86,식당의 위생 상태는 어떠한가요?,1
87,식당에서 직원들의 서비스 태도는 어떠한가요?,1
88,식당에서 음식을 주문할 때 자동화된 시스템을 사용하나요?,1
89,식당의 인테리어는 어떤 스타일인가요?,1
90,학식의 결제 방식에는 어떤 옵션이 있나요?,1
91,식당에서 가장 바쁜 시간대는 언제인가요?,1
92,식당에서 음식을 준비하는 데 얼마나 시간이 걸리나요?,1
93,학식 메뉴에 유기농 음식 옵션이 있나요?,1
94,식당에서 특별 식이 요구를 가진 학생을 위한 옵션이 충분한가요?,1
95,식당에서의 음식 폐기 방법은 어떠한가요?,1
96,식당의 위치는?,1
97,홍익대학교 학식은 맛있나요?,1
98,홍익대학교 학식 어디서 먹지?,1
99,홍익대학교 학식은 맛 없다.,1
100,학교의 편의시설은 주로 어떤 것들이 있나요?,2
101,학교 내에 충분한 휴게공간이 마련되어 있나요?,2
102,편의시설의 접근성은 모든 학생에게 공평한가요?,2
103,학교는 편의시설을 청결하게 유지하고 있나요?,2
104,학교의 편의시설은 얼마나 자주 개선되나요?,2
105,편의시설 중에서 학생들이 가장 많이 이용하는 곳은 어디인가요?,2
106,학교는 새로운 편의시설을 추가하는 계획이 있나요?,2
107,학교 내 편의시설의 운영 시간은 어떻게 되나요?,2
108,학교의 편의시설에 대한 학생들의 만족도는 어떠한가요?,2
109,학교 내에 학생들을 위한 안전한 주차 공간이 충분히 제공되나요?,2
110,학교 편의시설에 대한 정보는 어디에서 찾을 수 있나요?,2
111,학교는 편의시설의 이용을 촉진하기 위해 어떤 조치를 취하고 있나요?,2
112,학교 내 편의시설에는 어떤 종류의 음식점이 있나요?,2
113,학교 편의시설의 보안은 어떻게 관리되고 있나요?,2
114,학교 내 편의시설에 대한 학생들의 피드백을 어떻게 수집하나요?,2
115,학교의 편의시설 중 장애인 접근성이 잘 갖춰진 곳은 어디인가요?,2
116,학교는 편의시설을 이용하는 학생들을 위한 특별한 프로그램을 운영하고 있나요?,2
117,학교 편의시설에서는 어떤 종류의 문화 활동이 이루어지나요?,2
118,학교 내 편의시설에서는 어떤 종류의 스포츠 활동을 지원하나요?,2
119,학교의 편의시설 이용에 대한 규정은 무엇인가요?,2
120,학교 내 편의시설의 유지 보수는 어떻게 이루어지고 있나요?,2
121,학교 편의시설에서 제공하는 서비스의 품질은 어떠한가요?,2
122,학교는 편의시설의 환경 친화적 관리에 어떤 노력을 기울이고 있나요?,2
123,학교 편의시설에는 어떤 종류의 쉼터가 마련되어 있나요?,2
124,학교 편의시설에서 제공되는 와이파이 서비스의 품질은 어떠한가요?,2
125,학교 내 편의시설에서는 특별 이벤트가 자주 열리나요?,2
126,학교 편의시설 중에서 가장 최근에 개선된 곳은 어디인가요?,2
127,학교 편의시설의 운영을 담당하는 직원들의 서비스 태도는 어떠한가요?,2
128,학교 내 편의시설에서는 어떤 종류의 기술 지원을 제공하나요?,2
129,학교 편의시설에서는 학생들의 건강과 웰빙을 지원하기 위해 어떤 프로그램을 운영하나요?,2
130,학교 내 편의시설에서는 비상 상황 시 어떤 대책이 마련되어 있나요?,2
131,학교의 편의시설 중 가장 인기 있는 시설은 무엇인가요?,2
132,학교 내 편의시설에서 발생하는 주요 문제점은 무엇인가요?,2
133,학교 편의시설의 이용료는 얼마인가요?,2
134,학교 편의시설에서 제공하는 장비의 상태는 어떠한가요?,2
135,학교 내 PC실의 운영 시간은 어떻게 되나요?,2
136,PC실에서 제공하는 소프트웨어는 최신 버전인가요?,2
137,학교 내 ATM기의 위치는 어디인가요?,2
138,학교 내 ATM기를 이용할 때 수수료가 부과되나요?,2
139,편의점은 학교 내에서 어디에 위치해 있나요?,2
140,편의점의 운영 시간은 주말에도 동일한가요?,2
141,학교 편의점에서 판매하는 상품의 가격대는 어떠한가요?,2
142,학교 내 생리대 자판기의 접근성은 어떠한가요?,2
143,생리대 자판기에서 판매하는 제품의 종류와 가격은 어떠한가요?,2
144,학교 내 카페테리아는 어떤 종류의 식사 옵션을 제공하나요?,2
145,카페테리아의 식사 시간은 어떻게 되나요?,2
146,학교 내 복사실의 이용료는 얼마인가요?,2
147,복사실에서 제공하는 서비스에는 어떤 것들이 포함되나요?,2
148,학교 내 강의실 예약은 어떻게 할 수 있나요?,2
149,학교 내 강의실의 시설은 적절히 유지되고 있나요?,2
150,학교 도서관의 운영 시간은 어떻게 되나요?,2
151,도서관에서 제공하는 전자책 서비스는 이용하기 편리한가요?,2
152,학교 내 스포츠 센터의 멤버십 비용은 어떻게 되나요?,2
153,스포츠 센터에서 제공하는 프로그램은 무엇인가요?,2
154,학교 내 자전거 대여 서비스는 어떻게 이용할 수 있나요?,2
155,자전거 대여 시 필요한 보증금은 얼마인가요?,2
156,학교 내 우체국의 운영 시간은 어떻게 되나요?,2
157,우체국에서 제공하는 택배 서비스의 품질은 어떠한가요?,2
158,학교 내 은행 지점의 이용 가능 시간은 어떠한가요?,2
159,은행 지점에서 제공하는 학생 전용 금융 상품은 무엇인가요?,2
160,학교 내 보건소의 이용 시간과 제공 서비스는 무엇인가요?,2
161,보건소에서 진행하는 건강 캠페인에 학생들은 자주 참여하나요?,2
162,학교 내 세탁소의 운영 시간은 어떻게 되나요?,2
163,세탁소의 서비스 비용은 어느 정도인가요?,2
164,학교 내 영화 상영실의 상영 스케줄은 어떻게 되나요?,2
165,영화 상영실에서 주로 상영하는 영화 장르는 무엇인가요?,2
166,학교 내 컴퓨터 수리 센터의 수리 비용은 어떻게 책정되나요?,2
167,컴퓨터 수리 센터의 수리 시간은 평균 얼마나 걸리나요?,2
168,학교 내 미용실의 이용 가격은 합리적인가요?,2
169,미용실에서 제공하는 서비스 종류에는 어떤 것들이 있나요?,2
170,학교 내 기념품 가게는 어떤 종류의 상품을 판매하나요?,2
171,기념품 가게의 운영 시간은 어떻게 되나요?,2
172,학교 내 공연장의 좌석 수는 충분한가요?,2
173,공연장에서는 주로 어떤 종류의 공연이 열리나요?,2
174,학교 내 전시실의 전시 변경 주기는 얼마나 되나요?,2
175,홍익대학교 내 스터디룸은 얼마나 많은 학생을 수용할 수 있나요?,2
176,홍익대학교의 스터디룸 예약 시스템은 어떻게 운영되나요?,2
177,홍익대학교 내 예술 공방의 이용 요금은 얼마인가요?,2
178,홍익대학교의 예술 공방에서 제공하는 재료는 무엇인가요?,2
179,홍익대학교의 편의점에서는 학생 할인을 제공하나요?,2
180,홍익대학교 내 ATM기에서는 어떤 은행의 카드가 사용 가능한가요?,2
181,홍익대학교의 생리대 자판기는 학교 어느 위치에 설치되어 있나요?,2
182,홍익대학교 내에서 가장 인기 있는 편의시설은 무엇인가요?,2
183,홍익대학교의 편의점은 24시간 운영되나요?,2
184,홍익대학교 내 카페는 학생들에게 어떤 특별한 혜택을 제공하나요?,2
185,홍익대학교 도서관에서 제공하는 전자자료 접근 서비스는 어떻게 이용할 수 있나요?,2
186,홍익대학교 스포츠 센터에서 제공하는 건강 프로그램에는 어떤 것들이 있나요?,2
187,홍익대학교 내에서 자전거를 빌릴 때 필요한 절차는 무엇인가요?,2
188,홍익대학교의 우체국은 학기 중에만 운영되나요?,2
189,홍익대학교의 은행 지점에서는 학생 계좌 개설 시 특별한 혜택이 있나요?,2
190,홍익대학교 보건소에서는 어떤 의료 서비스를 제공하나요?,2
191,홍익대학교 보건소의 운영 시간은 어떻게 되나요?,2
192,홍익대학교 세탁소에서 제공하는 특별 서비스는 무엇인가요?,2
193,홍익대학교 영화 상영실에서는 주말에도 영화를 상영하나요?,2
194,홍익대학교 컴퓨터 수리 센터에서는 긴급 수리를 요청할 수 있나요?,2
195,홍익대학교 미용실에서는 학생들에게 어떤 종류의 미용 서비스를 제공하나요?,2
196,홍익대학교 기념품 가게에서 판매하는 가장 인기 있는 상품은 무엇인가요?,2
197,홍익대학교 공연장에서는 학생들을 위한 문화 행사가 자주 열리나요?,2
198,홍익대학교 전시실에서는 주로 어떤 종류의 전시가 이루어지나요?,2
199,홍익대학교의 편의시설 중에서 최근에 추가된 시설은 무엇인가요?,2
200,홍익대학교 미술학과 사무실의 전화번호는 무엇인가요?,3
201,홍익대학교 경영학부 사무실로 연락하려면 어떤 번호로 전화해야 하나요?,3
202,홍익대학교 컴퓨터공학과 교수님들의 연락처 목록을 어디에서 찾을 수 있나요?,3
203,홍익대학교 산학협력단의 이메일 주소를 알려주세요.,3
204,홍익대학교 건축학과 사무실의 위치와 연락처를 알고 싶습니다.,3
205,홍익대학교 법학과 교수님 중에서 국제법을 담당하시는 분의 연락처가 궁금합니다.,3
206,홍익대학교 음악학과 사무실의 운영 시간과 전화번호를 알려주세요.,3
207,홍익대학교 심리학과의 학과장님 연락처를 알고 싶습니다.,3
208,홍익대학교 기계공학부에서 로보틱스를 연구하는 교수님의 이메일 주소가 필요합니다.,3
209,홍익대학교 경제학부 사무실의 팩스 번호를 알려주세요.,3
210,홍익대학교 생명과학과 교수님들의 연구실 위치와 연락처를 알고 싶습니다.,3
211,홍익대학교 화학과에서 유기화학을 가르치시는 교수님의 전화번호를 찾고 있습니다.,3
212,홍익대학교 산업디자인학과 사무실의 주소와 전화번호를 알고 싶어요.,3
213,홍익대학교 교양학부 사무실로 문의할 때 어떤 번호를 사용해야 하나요?,3
214,홍익대학교 사회학과 교수님들의 이메일 목록을 어디에서 확인할 수 있나요?,3
215,홍익대학교 전자공학과의 교수님 연락처 중에서 인공지능 분야를 담당하시는 분은 누구인가요?,3
216,"홍익대학교 산학협력단에서 진행하는 프로젝트에 참여하고 싶은데, 관련 정보를 어떻게 얻을 수 있나요?",3
217,홍익대학교 영어영문학과 교수님 중에서 문학비평을 전문으로 하시는 분의 연락처를 알고 싶습니다.,3
218,홍익대학교 수학과 사무실의 위치를 알려주세요.,3
219,홍익대학교 물리학과에서 양자물리를 연구하는 교수님의 이메일 주소가 필요합니다.,3
220,건축학과 사무실의 업무 시간이 어떻게 되나요?,3
221,경영학부의 연구 조교 연락처를 알고 싶습니다.,3
222,커뮤니케이션 디자인학과 교수님들의 연락처 목록을 제공해 주세요.,3
223,경제학부 사무실에서 근무하는 직원의 이메일 주소를 알려주세요.,3
224,전자공학과에서 반도체 연구를 담당하는 교수님의 연구실 전화번호가 필요합니다.,3
225,심리학과 학과장님의 전화번호를 알고 싶어요.,3
226,산학협력단에서 진행하는 산업 파트너십 프로그램에 대한 정보를 어디서 얻을 수 있나요?,3
227,생명과학과 사무실의 위치와 연락처를 제공해 주세요.,3
228,컴퓨터공학부에서 데이터 과학 연구를 하고 계신 교수님의 이메일을 알려주세요.,3
229,사회학과에서 사회이론을 가르치시는 교수님의 연락처를 찾고 있습니다.,3
230,화학과 사무실의 운영 시간과 전화번호를 알려주세요.,3
231,기계공학부에서 자동차 엔지니어링을 연구하는 교수님의 전화번호가 궁금합니다.,3
232,미술학과 교수님들의 연구실 위치와 연락처를 알고 싶어요.,3
233,법학부 교수님들의 이메일 목록을 어디에서 확인할 수 있나요?,3
234,음악학과 사무실의 운영 시간과 전화번호를 알려주세요.,3
235,철학과 교수님들의 연락처와 전공 분야를 알고 싶습니다.,3
236,정보과학부 사무실로 연락할 때 사용할 수 있는 전화번호는 무엇인가요?,3
237,신소재공학과에서 나노기술을 연구하는 교수님의 연락처를 알고 싶어요.,3
238,교양학부 사무실의 위치와 연락처를 제공해 주세요.,3
239,체육학과에서 스포츠 과학을 가르치시는 교수님의 이메일 주소가 필요합니다.,3
240,물리학과 교수님 중에서 천체물리학을 전문으로 하시는 분의 연락처를 알고 싶습니다.,3
241,영어영문학과 사무실의 업무 시간과 연락처를 알려주세요.,3
242,국제학부에서 글로벌 경제를 연구하는 교수님의 전화번호를 알고 싶어요.,3
243,생명공학과 사무실에서 근무하는 직원의 이메일 주소를 알려주세요.,3
244,공공정책학과에서 사회정책을 연구하는 교수님의 연락처가 필요합니다.,3
245,기획처의 전화번호를 알려주세요.,3
246,기획팀과 연락하려면 어느 번호로 전화해야 하나요?,3
247,예산팀의 이메일 주소는 어떻게 되나요?,3
248,홍보실에 직접 방문하려면 어디로 가야 하나요?,3
249,디자인연구실에서 진행 중인 프로젝트에 대해 문의하고 싶습니다. 연락처를 알려주세요.,3
250,교무처의 운영 시간과 위치를 알고 싶습니다.,3
251,입학관리본부에 직접 문의하려면 어느 번호를 사용해야 하나요?,3
252,입학관리팀의 팩스 번호를 알려주세요.,3
253,입학사정관실의 주소와 연락처를 제공해 주세요.,3
254,교무팀과의 연락을 위한 최적의 시간은 언제인가요?,3
255,학사지원팀에서 학사 일정에 관한 정보를 어떻게 얻을 수 있나요?,3
256,자율전공지원본부의 이메일 주소를 알려주세요.,3
257,자율전공지원실로 문의할 때 참고해야 할 사항이 있나요?,3
258,학생처의 위치와 전화번호를 알려주세요.,3
259,학생지원팀에서 제공하는 서비스에는 어떤 것들이 있나요?,3
260,장학팀에 장학금 신청 절차에 대해 문의하고 싶습니다. 연락처를 알려주세요.,3
261,장애학생지원센터의 운영 시간과 연락 방법을 알고 싶어요.,3
262,기숙사 사무실의 위치와 전화번호는 어떻게 되나요?,3
263,사무처에 직접 방문하려면 어디로 가야 하나요?,3
264,총무팀의 연락처와 업무 시간을 알려주세요.,3
265,관재팀에 필요한 서류를 제출하려면 어떤 절차를 따라야 하나요?,3
266,건설관리팀과 연락할 때 참고해야 할 사항이 있나요?,3
267,구매팀에서는 어떤 종류의 물품을 취급하나요? 연락처를 알려주세요.,3
268,재무팀의 주소와 이메일 주소를 알고 싶습니다.,3
269,국제협력본부의 전화번호와 주소를 알려주세요.,3
270,국제교류실의 이메일 주소와 업무 시간은 어떻게 되나요?,3
271,국제학생지원실에서 제공하는 서비스에 대해 자세히 알고 싶습니다. 연락처를 알려주세요.,3
272,공과대학 사무실의 위치와 전화번호를 제공해 주세요.,3
273,전자전기공학부에 문의하려면 어느 번호로 연락해야 하나요?,3
274,신소재화공시스템공학부의 교수님 연락처를 알고 싶습니다.,3
275,신소재공학전공에서 진행 중인 연구 프로젝트에 대한 정보를 얻고 싶어요.,3
276,화학공학전공 사무실의 이메일 주소를 알려주세요.,3
277,컴퓨터공학과에서 개최하는 세미나에 참여하고 싶습니다. 연락처를 알려주세요.,3
278,산업·데이터공학과의 연구실 위치와 전화번호를 제공해 주세요.,3
279,기계·시스템디자인공학과에서 열리는 워크샵에 대해 문의하고 싶어요. 연락처를 알려주세요.,3
280,건설환경공학과 사무실의 전화번호와 위치를 알고 싶습니다.,3
281,기초과학과에서 제공하는 학습 자료에 관해 알고 싶습니다. 연락처를 알려주세요.,3
282,건축학부 사무실의 업무 시간과 전화번호를 제공해 주세요.,3
283,건축학전공(5년제)에 직접 문의하려면 어느 번호로 전화해야 하나요?,3
284,실내건축학전공에서 진행 중인 디자인 프로젝트에 대해 알고 싶습니다. 연락처를 알려주세요.,3
285,도시공학과 교수님의 이메일 주소와 연구실 위치를 알려주세요.,3
286,경영대학의 사무실 위치와 연락처를 알려주세요.,3
287,경영학부에서 제공하는 인턴십 프로그램에 대한 정보를 어떻게 얻을 수 있나요?,3
288,무역학전공의 주요 연구 주제와 관련된 교수님의 연락처가 필요합니다.,3
289,문과대학 사무실의 운영 시간과 전화번호를 알려주세요.,3
290,영어영문학과에서 개최하는 학술 대회의 일정과 참여 방법을 알고 싶어요.,3
291,독어독문학과의 연구실 위치와 교수님 연락처를 제공해 주세요.,3
292,불어불문학과에서 진행 중인 교환학생 프로그램에 대해 문의하고 싶습니다. 연락처를 알려주세요.,3
293,국어국문학과의 주요 연구 분야와 관련된 교수님의 이메일 주소가 필요해요.,3
294,법과대학 사무실의 전화번호와 위치를 알려주세요.,3
295,법학부에서 제공하는 법률 클리닉 서비스의 운영 시간과 연락처를 알고 싶습니다.,3
296,사범대학의 교육 프로그램에 관한 문의를 어디로 해야 하나요?,3
297,수학교육과에서 개최하는 워크샵에 참여하고 싶습니다. 연락처를 알려주세요.,3
298,국어교육과 교수님의 연구실 전화번호와 이메일 주소를 제공해 주세요.,3
299,영어교육과에서 제공하는 특별 강의 시리즈에 대한 정보를 어떻게 얻을 수 있나요?,3
300,이번 학기 개강일은 언제인가요?,4
301,수강 신청 기간은 언제부터 언제까지인가요?,4
302,학기 중 휴강일은 언제인가요?,4
303,중간고사 기간은 어떻게 되나요?,4
304,기말고사 일정은 언제인가요?,4
305,성적 발표일은 언제인가요?,4
306,학기 등록 마감일은 언제인가요?,4
307,졸업식 날짜는 언제인가요?,4
308,계절 학기 수강 신청은 언제 하나요?,4
309,수업 평가 기간은 언제인가요?,4
310,방학 시작일과 종료일은 언제인가요?,4
311,추가 학점 신청 기간은 언제인가요?,4
312,수강 정정 기간은 어떻게 되나요?,4
313,학기 휴학 신청 마감일은 언제인가요?,4
314,복학 신청 기간은 언제인가요?,4
315,논문 제출 마감일은 언제인가요?,4
316,졸업 논문 발표일은 언제인가요?,4
317,신입생 오리엔테이션 날짜는 언제인가요?,4
318,학사 일정표는 어디서 확인할 수 있나요?,4
319,강의평가 결과 발표일은 언제인가요?,4
320,수강 철회 기간은 언제인가요?,4
321,전과 신청 기간은 언제인가요?,4
322,교환학생 지원 기간은 언제인가요?,4
323,등록금 납부 기간은 어떻게 되나요?,4
324,장학금 신청 기간은 언제인가요?,4
325,학기 중 행사 일정은 어떻게 되나요?,4
326,개강 준비 주간은 언제인가요?,4
327,학기 종료일은 언제인가요?,4
328,학사 일정 변경 공지는 어디서 확인하나요?,4
329,교내 외부활동 신청 기간은 언제인가요?,4
330,계절 학기 등록 마감일은 언제인가요?,4
331,성적 이의 신청 기간은 언제인가요?,4
332,학기 중간에 휴학할 수 있는 기간은 언제인가요?,4
333,신입생 환영회는 언제 열리나요?,4
334,학사 일정 중 변경된 사항은 어떻게 공지되나요?,4
335,교내 시험 일정은 어디서 확인할 수 있나요?,4
336,실험 과목의 중간고사 일정은 언제인가요?,4
337,졸업식 준비 일정은 어떻게 되나요?,4
338,학기 중 정기 휴일은 언제인가요?,4
339,특별 수업 일정은 어떻게 되나요?,4
340,학과별 주요 일정은 어디서 확인할 수 있나요?,4
341,학기 중 휴강일은 어떻게 공지되나요?,4
342,교환학생 귀국 일정은 언제인가요?,4
343,학사 경고 기준과 일정은 어떻게 되나요?,4
344,인턴십 프로그램 지원 기간은 언제인가요?,4
345,졸업 요건 점검 기간은 언제인가요?,4
346,학기 중 봉사활동 일정은 언제인가요?,4
347,성적 발표 후 상담 기간은 언제인가요?,4
348,학교 축제 일정은 언제인가요?,4
349,학과 MT 일정은 어떻게 되나요?,4
350,학과별 졸업 사진 촬영일은 언제인가요?,4
351,자격증 시험 일정은 언제인가요?,4
352,학기 중 시험 일정은 어떻게 공지되나요?,4
353,학사 일정 관련 공지는 어디서 확인하나요?,4
354,휴학 후 복학 가능한 기간은 언제인가요?,4
355,계절 학기 성적 발표일은 언제인가요?,4
356,학사 일정 조정 요청은 언제까지 해야 하나요?,4
357,학기 중 재시험 일정은 언제인가요?,4
358,학기 중 특별 강연 일정은 언제인가요?,4
359,졸업 앨범 신청 기간은 언제인가요?,4
360,계절 학기 수업 시작일은 언제인가요?,4
361,학기 중 프로젝트 발표일은 언제인가요?,4
362,졸업식 리허설 일정은 어떻게 되나요?,4
363,학기 중 세미나 일정은 언제인가요?,4
364,학기 중 워크샵 일정은 어떻게 되나요?,4
365,학기 중 동아리 행사 일정은 언제인가요?,4
366,학기 중 외부 강사 초청 강연일은 언제인가요?,4
367,학기 중 취업 박람회 일정은 언제인가요?,4
368,학기 중 진로 상담 일정은 언제인가요?,4
369,학기 중 모의 면접 일정은 언제인가요?,4
370,학기 중 연구 발표회 일정은 언제인가요?,4
371,학기 중 스포츠 대회 일정은 언제인가요?,4
372,학기 중 문화 행사 일정은 언제인가요?,4
373,학기 중 창업 경진대회 일정은 언제인가요?,4
374,학기 중 해외 연수 일정은 언제인가요?,4
375,학기 중 졸업 앨범 촬영일은 언제인가요?,4
376,학기 중 동아리 모집 기간은 언제인가요?,4
377,학기 중 자격증 시험 접수 기간은 언제인가요?,4
378,학기 중 영어 말하기 대회 일정은 언제인가요?,4
379,학기 중 교내 봉사 활동 일정은 언제인가요?,4
380,학기 중 도서관 특별 행사 일정은 언제인가요?,4
381,학기 중 심포지엄 일정은 언제인가요?,4
382,학기 중 학생회 선거일은 언제인가요?,4
383,학기 중 학술제 일정은 언제인가요?,4
384,학기 중 오리엔테이션 일정은 언제인가요?,4
385,학기 중 교내 캠페인 일정은 언제인가요?,4
386,학기 중 장학금 설명회 일정은 언제인가요?,4
387,학기 중 진로 박람회 일정은 언제인가요?,4
388,학기 중 면접 대비 특강 일정은 언제인가요?,4
389,학기 중 리더십 프로그램 일정은 언제인가요?,4
390,학기 중 학생 상담 일정은 언제인가요?,4
391,학기 중 연구실 오픈하우스 일정은 언제인가요?,4
392,학기 중 창업 설명회 일정은 언제인가요?,4
393,학기 중 취업 설명회 일정은 언제인가요?,4
394,학기 중 전공 설명회 일정은 언제인가요?,4
395,학기 중 학과 행사 일정은 언제인가요?,4
396,학기 중 독서 토론회 일정은 언제인가요?,4
397,학기 중 발표회 일정은 언제인가요?,4
398,학기 중 학술지 발표회 일정은 언제인가요?,4
399,학기 중 졸업 전시회 일정은 언제인가요?,4
400,이번 학기의 주요 공지사항은 어디에서 확인할 수 있나요?,5
401,공지사항은 주로 어떤 형식으로 발표되나요?,5
402,공지사항은 얼마나 자주 업데이트되나요?,5
403,학기 중 공지사항을 놓치지 않으려면 어떻게 해야 하나요?,5
404,긴급 공지사항은 어떻게 전달되나요?,5
405,공지사항에 대한 알림은 이메일로 받나요?,5
406,학과별 공지사항은 어디에서 확인할 수 있나요?,5
407,공지사항이 변경되면 다시 공지되나요?,5
408,학사 일정 관련 공지사항은 어디에서 찾을 수 있나요?,5
409,졸업 관련 공지사항은 어떻게 확인할 수 있나요?,5
410,공지사항 게시판은 어디에 있나요?,5
411,공지사항은 어떤 언어로 제공되나요?,5
412,공지사항에 대한 문의는 어디로 해야 하나요?,5
413,동아리 활동 관련 공지사항은 어디서 확인하나요?,5
414,시험 일정 공지사항은 언제 업데이트되나요?,5
415,학교 행사 관련 공지사항은 어떻게 확인하나요?,5
416,공지사항에서 중요한 정보를 놓쳤을 때 어떻게 해야 하나요?,5
417,공지사항은 모바일 앱에서도 확인할 수 있나요?,5
418,공지사항에 오류가 있을 경우 누구에게 알려야 하나요?,5
419,학교 홈페이지에 공지사항이 업데이트되는 시간은 언제인가요?,5
